Gene,Control,Resistant,Log2FoldChange,p-value
TRAPPC3,668,768,0.20097738732036569,1.8141818536665456e-14
MAP7D1,1273,1223,-0.05776171956364866,1.8141818536665456e-14
THRAP3,1193,1421,0.2521186283546102,1.8141818536665456e-14
SH3D21,6,5,-0.22239242133644802,1.8141818536665456e-14
EVA1B,5,0,-2.584962500721156,1.8141818536665456e-14
STK40,505,959,0.9238970209142083,1.8141818536665456e-14
LSM10,239,256,0.09873395358535954,1.8141818536665456e-14
OSCP1,49,40,-0.2863041851566411,1.8141818536665456e-14
MRPS15,446,431,-0.049243519019849136,1.8141818536665456e-14
LINC01137,4,10,1.1375035237499351,1.8141818536665456e-14
ZC3H12A,931,1863,1.0,1.8141818536665456e-14
MEAF6,546,653,0.257749802705526,1.8141818536665456e-14
SNIP1,108,136,0.32984775818360035,1.8141818536665456e-14
DNALI1,403,356,-0.17843121872269502,1.8141818536665456e-14
GNL2,984,1108,0.1710637358179713,1.8141818536665456e-14
RSPO1,78,169,1.1056101879605988,1.8141818536665456e-14
C1orf109,27,26,-0.05246741989413554,1.8141818536665456e-14
CDCA8,982,1102,0.1661694692508021,1.8141818536665456e-14
EPHA10,1,0,-1.0,1.8141818536665456e-14
MANEAL,126,202,0.6766512304130105,1.8141818536665456e-14
YRDC,279,454,0.7004397181410922,1.8141818536665456e-14
C1orf122,734,607,-0.27367292628014134,1.8141818536665456e-14
MTF1,182,184,0.01568162223226969,1.8141818536665456e-14
INPP5B,53,95,0.8300749985576875,1.8141818536665456e-14
SF3A3,686,734,0.09743415090562654,1.8141818536665456e-14
FHL3,95,93,-0.030373649043518865,1.8141818536665456e-14
UTP11L,388,591,0.6058270206427578,1.8141818536665456e-14
POU3F1,0,1,1.0,1.8141818536665456e-14
RRAGC,771,1385,0.8442545048691332,1.8141818536665456e-14
GJA9-MYCBP,417,247,-0.7531628216940076,1.8141818536665456e-14
MYCBP,422,246,-0.7761466215352721,1.8141818536665456e-14
GJA9,2,13,2.222392421336448,1.8141818536665456e-14
RHBDL2,33,27,-0.28010791919273537,1.8141818536665456e-14
AKIRIN1,359,401,0.15919859484925394,1.8141818536665456e-14
NDUFS5,1738,1579,-0.1383333742421218,1.8141818536665456e-14
MACF1,2227,2932,0.39662783841692406,1.8141818536665456e-14
KIAA0754,97,141,0.5350372753894739,1.8141818536665456e-14
BMP8A,1,1,0.0,1.8141818536665456e-14
PPIEL,16,17,0.08246216019197297,1.8141818536665456e-14
PABPC4,3249,4117,0.34150411182907486,1.8141818536665456e-14
LOC101929516,1,4,1.3219280948873624,1.8141818536665456e-14
HEYL,7,27,1.8073549220576042,1.8141818536665456e-14
HPCAL4,0,4,2.321928094887362,1.8141818536665456e-14
PPIE,469,493,0.07185028501967804,1.8141818536665456e-14
BMP8B,2,8,1.584962500721156,1.8141818536665456e-14
OXCT2,10,10,0.0,1.8141818536665456e-14
TRIT1,237,306,0.36727708206223597,1.8141818536665456e-14
MYCL,7,17,1.1699250014423124,1.8141818536665456e-14
MFSD2A,96,95,-0.014950341465971444,1.8141818536665456e-14
CAP1,2312,3066,0.407062900630829,1.8141818536665456e-14
PPT1,1690,1953,0.20855380755840208,1.8141818536665456e-14
RLF,481,622,0.3701990167940403,1.8141818536665456e-14
ZMPSTE24,404,402,-0.007142069244019769,1.8141818536665456e-14
COL9A2,49,33,-0.5563933485243852,1.8141818536665456e-14
SMAP2,132,155,0.23011978336105865,1.8141818536665456e-14
ZFP69B,1,20,3.3923174227787602,1.8141818536665456e-14
ZFP69,11,13,0.22239242133644802,1.8141818536665456e-14
EXO5,80,139,0.7894330140603416,1.8141818536665456e-14
ZNF684,17,21,0.289506617194985,1.8141818536665456e-14
RIMS3,16,47,1.4974996594708168,1.8141818536665456e-14
NFYC-AS1,17,26,0.5849625007211562,1.8141818536665456e-14
NFYC,595,809,0.4426095773098256,1.8141818536665456e-14
KCNQ4,15,23,0.5849625007211562,1.8141818536665456e-14
CITED4,42,34,-0.2969817377571315,1.8141818536665456e-14
CTPS1,362,348,-0.05674251178609838,1.8141818536665456e-14
SLFNL1-AS1,19,20,0.070389327891398,1.8141818536665456e-14
SCMH1,381,405,0.08790708914942763,1.8141818536665456e-14
FOXO6,50,95,0.9125371587496606,1.8141818536665456e-14
EDN2,11,5,-1.0,1.8141818536665456e-14
HIVEP3,321,196,-0.7088650586582408,1.8141818536665456e-14
FOXJ3,185,316,0.7691802190313759,1.8141818536665456e-14
RIMKLA,21,38,0.8259706002249511,1.8141818536665456e-14
ZMYND12,3,7,1.0,1.8141818536665456e-14
PPCS,391,505,0.36828373057910196,1.8141818536665456e-14
CCDC30,0,3,2.0,1.8141818536665456e-14
PPIH,707,589,-0.2630344058337938,1.8141818536665456e-14
YBX1,1886,2543,0.43100424768390994,1.8141818536665456e-14
CLDN19,0,1,1.0,1.8141818536665456e-14
P3H1,175,179,0.03242147769237742,1.8141818536665456e-14
C1orf50,35,31,-0.16992500144231243,1.8141818536665456e-14
SVBP,132,102,-0.3687819083179712,1.8141818536665456e-14
ERMAP,9,9,0.0,1.8141818536665456e-14
ZNF691,12,16,0.38702312310924725,1.8141818536665456e-14
LOC339539,3,16,2.0874628412503395,1.8141818536665456e-14
SLC2A1,1647,1577,-0.0626190371697599,1.8141818536665456e-14
SLC2A1-AS1,0,3,2.0,1.8141818536665456e-14
FAM183A,1,1,0.0,1.8141818536665456e-14
EBNA1BP2,1863,1584,-0.23391901962751063,1.8141818536665456e-14
CFAP57,1,1,0.0,1.8141818536665456e-14
TMEM125,0,3,2.0,1.8141818536665456e-14
C1orf210,1,0,-1.0,1.8141818536665456e-14
TIE1,0,48,5.614709844115208,1.8141818536665456e-14
MPL,7,8,0.16992500144231237,1.8141818536665456e-14
CDC20,791,973,0.2984213420027326,1.8141818536665456e-14
ELOVL1,997,860,-0.2130265779404165,1.8141818536665456e-14
MED8,300,377,0.3286227474613706,1.8141818536665456e-14
SZT2,1310,1162,-0.17281658874853612,1.8141818536665456e-14
HYI,1272,1115,-0.1898953920721704,1.8141818536665456e-14
PTPRF,1589,2078,0.38686299268665225,1.8141818536665456e-14
KDM4A,204,313,0.615140649386181,1.8141818536665456e-14
KDM4A-AS1,29,36,0.3025627700204313,1.8141818536665456e-14
ST3GAL3,48,52,0.11321061044799108,1.8141818536665456e-14
ARTN,76,58,-0.38414349133306,1.8141818536665456e-14
IPO13,63,58,-0.11735695063815874,1.8141818536665456e-14
DPH2,148,154,0.056955884812075905,1.8141818536665456e-14
ATP6V0B,1149,1288,0.1646184025299133,1.8141818536665456e-14
B4GALT2,1360,1430,0.07235660522267319,1.8141818536665456e-14
CCDC24,64,72,0.16745674585156273,1.8141818536665456e-14
SLC6A9,66,77,0.21931302840447595,1.8141818536665456e-14
KLF17,3,8,1.1699250014423124,1.8141818536665456e-14
DMAP1,83,79,-0.07038932789139803,1.8141818536665456e-14
ERI3,89,71,-0.3219280948873623,1.8141818536665456e-14
RNF220,1423,1878,0.4000159204536578,1.8141818536665456e-14
TMEM53,153,140,-0.12723518829610778,1.8141818536665456e-14
C1orf228,0,7,3.0,1.8141818536665456e-14
KIF2C,1122,1414,0.3334441253186435,1.8141818536665456e-14
RPS8,15910,21641,0.4438093176332745,1.8141818536665456e-14
SNORD55,1,2,0.5849625007211562,1.8141818536665456e-14
SNORD46,9,5,-0.7369655941662062,1.8141818536665456e-14
SNORD38A,5,5,0.0,1.8141818536665456e-14
SNORD38B,1,4,1.3219280948873624,1.8141818536665456e-14
BEST4,1,4,1.3219280948873624,1.8141818536665456e-14
PLK3,63,148,1.2191685204621616,1.8141818536665456e-14
TCTEX1D4,44,112,1.328325866085513,1.8141818536665456e-14
PTCH2,22,23,0.06140054466414327,1.8141818536665456e-14
EIF2B3,258,220,-0.2289057282951224,1.8141818536665456e-14
HECTD3,76,96,0.33312630149222644,1.8141818536665456e-14
UROD,522,849,0.7006518947781227,1.8141818536665456e-14
ZSWIM5,4,5,0.2630344058337938,1.8141818536665456e-14
LINC01144,1,3,1.0,1.8141818536665456e-14
HPDL,6,7,0.19264507794239583,1.8141818536665456e-14
MUTYH,21,22,0.06413033741971556,1.8141818536665456e-14
TOE1,150,243,0.6923325982378074,1.8141818536665456e-14
TESK2,95,95,0.0,1.8141818536665456e-14
CCDC163P,7,11,0.5849625007211562,1.8141818536665456e-14
MMACHC,1489,1533,0.04198615215340938,1.8141818536665456e-14
PRDX1,6786,6843,0.012065746702698372,1.8141818536665456e-14
AKR1A1,150,200,0.41264695185384964,1.8141818536665456e-14
NASP,3171,3109,-0.02847819068601354,1.8141818536665456e-14
CCDC17,8,5,-0.5849625007211563,1.8141818536665456e-14
GPBP1L1,1000,1323,0.40346114797122423,1.8141818536665456e-14
RPS15AP10,108,86,-0.32524082892819806,1.8141818536665456e-14
TMEM69,144,178,0.30390668724932196,1.8141818536665456e-14
IPP,103,84,-0.29104878200339046,1.8141818536665456e-14
MAST2,281,361,0.36029453468441175,1.8141818536665456e-14
PIK3R3,116,95,-0.28540221886224837,1.8141818536665456e-14
LOC101929626,0,2,1.584962500721156,1.8141818536665456e-14
TSPAN1,68,40,-0.7509724521600855,1.8141818536665456e-14
POMGNT1,98,96,-0.029443777892481968,1.8141818536665456e-14
LURAP1,2,6,1.222392421336448,1.8141818536665456e-14
RAD54L,361,387,0.10006695510392222,1.8141818536665456e-14
LRRC41,370,375,0.019313475056833947,1.8141818536665456e-14
UQCRH,3359,3262,-0.0422622455742585,1.8141818536665456e-14
NSUN4,101,170,0.7454271729144023,1.8141818536665456e-14
FAAH,2,5,1.0,1.8141818536665456e-14
FAAHP1,2,1,-0.5849625007211563,1.8141818536665456e-14
DMBX1,2,11,2.0,1.8141818536665456e-14
MKNK1-AS1,2,0,-1.5849625007211563,1.8141818536665456e-14
MKNK1,152,101,-0.5849625007211563,1.8141818536665456e-14
MOB3C,127,155,0.28540221886224837,1.8141818536665456e-14
ATPAF1,167,150,-0.15391268345368134,1.8141818536665456e-14
EFCAB14-AS1,0,1,1.0,1.8141818536665456e-14
EFCAB14,401,432,0.10717152354779634,1.8141818536665456e-14
CYP4X1,0,4,2.321928094887362,1.8141818536665456e-14
CYP4Z1,0,2,1.584962500721156,1.8141818536665456e-14
LINC00853,2,8,1.584962500721156,1.8141818536665456e-14
PDZK1IP1,191,221,0.20945336562894978,1.8141818536665456e-14
TAL1,0,3,2.0,1.8141818536665456e-14
STIL,779,1059,0.4425182357009509,1.8141818536665456e-14
CMPK1,627,662,0.07824431122096065,1.8141818536665456e-14
LINC01389,4,6,0.48542682717024166,1.8141818536665456e-14
FOXE3,0,4,2.321928094887362,1.8141818536665456e-14
FOXD2-AS1,3,1,-1.0,1.8141818536665456e-14
FOXD2,30,45,0.5693656456701377,1.8141818536665456e-14
SPATA6,0,1,1.0,1.8141818536665456e-14
DMRTA2,5,2,-1.0,1.8141818536665456e-14
FAF1,567,788,0.47413437050877644,1.8141818536665456e-14
CDKN2C,276,201,-0.45553068329739355,1.8141818536665456e-14
RNF11,275,378,0.45752958139292277,1.8141818536665456e-14
TTC39A,20,47,1.1926450779423958,1.8141818536665456e-14
EPS15,285,292,0.034885517643858305,1.8141818536665456e-14
OSBPL9,671,792,0.23885963292521806,1.8141818536665456e-14
NRD1,1055,1306,0.3076493064369799,1.8141818536665456e-14
RAB3B,15,5,-1.415037499278844,1.8141818536665456e-14
TXNDC12,448,809,0.85120646303084,1.8141818536665456e-14
KTI12,121,241,0.9881258997117083,1.8141818536665456e-14
BTF3L4,775,1318,0.7653160070644169,1.8141818536665456e-14
ZFYVE9,70,101,0.5226782224668136,1.8141818536665456e-14
CC2D1B,405,882,1.12093371046329,1.8141818536665456e-14
ORC1,49,69,0.48542682717024166,1.8141818536665456e-14
PRPF38A,455,677,0.5722514489716023,1.8141818536665456e-14
ZCCHC11,130,254,0.9609304353214076,1.8141818536665456e-14
GPX7,9,9,0.0,1.8141818536665456e-14
COA7,43,127,1.5405683813627027,1.8141818536665456e-14
ZYG11B,321,283,-0.18116975860993492,1.8141818536665456e-14
ZYG11A,38,54,0.49595749466241135,1.8141818536665456e-14
ECHDC2,344,462,0.4244158315947051,1.8141818536665456e-14
SCP2,218,296,0.4395320611995925,1.8141818536665456e-14
SLC1A7,6,41,2.584962500721156,1.8141818536665456e-14
CPT2,185,297,0.6800097093541301,1.8141818536665456e-14
C1orf123,295,381,0.36797546240679896,1.8141818536665456e-14
MAGOH,2445,2527,0.04757205964971641,1.8141818536665456e-14
LOC100507564,731,1155,0.6592258442166363,1.8141818536665456e-14
LRP8,1546,2152,0.476875122718198,1.8141818536665456e-14
GLIS1,3,3,0.0,1.8141818536665456e-14
NDC1,734,1080,0.5565503680109235,1.8141818536665456e-14
YIPF1,300,383,0.35134282396145405,1.8141818536665456e-14
HSPB11,427,483,0.1773962508734476,1.8141818536665456e-14
LRRC42,2472,3187,0.366389389600534,1.8141818536665456e-14
LDLRAD1,0,1,1.0,1.8141818536665456e-14
TMEM59,806,1297,0.6856498047213582,1.8141818536665456e-14
TCEANC2,5,11,1.0,1.8141818536665456e-14
CYB5RL,16,33,1.0,1.8141818536665456e-14
MRPL37,655,844,0.36525552655146293,1.8141818536665456e-14
SSBP3,330,677,1.0344540563291262,1.8141818536665456e-14
SSBP3-AS1,5,11,1.0,1.8141818536665456e-14
ACOT11,2,13,2.222392421336448,1.8141818536665456e-14
TTC4,357,459,0.3616742736801189,1.8141818536665456e-14
PARS2,23,68,1.5235619560570128,1.8141818536665456e-14
DHCR24,2033,4029,0.9864601595578296,1.8141818536665456e-14
TMEM61,7,7,0.0,1.8141818536665456e-14
PCSK9,187,159,-0.232660756790275,1.8141818536665456e-14
USP24,234,348,0.5705662796446526,1.8141818536665456e-14
LOC100507634,5,6,0.22239242133644802,1.8141818536665456e-14
PPAP2B,272,238,-0.1918903329391039,1.8141818536665456e-14
PRKAA2,418,652,0.6401327478470792,1.8141818536665456e-14
OMA1,56,103,0.8675497039763505,1.8141818536665456e-14
TACSTD2,207,178,-0.21662394087683565,1.8141818536665456e-14
MYSM1,237,253,0.09386692346422232,1.8141818536665456e-14
JUN,1985,2875,0.534198052910924,1.8141818536665456e-14
LINC01135,1,0,-1.0,1.8141818536665456e-14
FGGY,6,25,1.893084796083488,1.8141818536665456e-14
HOOK1,7,36,2.2094533656289497,1.8141818536665456e-14
CYP2J2,1,5,1.584962500721156,1.8141818536665456e-14
LOC101926964,1,0,-1.0,1.8141818536665456e-14
NFIA,514,692,0.4282829200666329,1.8141818536665456e-14
MGC34796,3,2,-0.4150374992788438,1.8141818536665456e-14
TM2D1,522,621,0.2501036338836613,1.8141818536665456e-14
INADL,11,27,1.222392421336448,1.8141818536665456e-14
L1TD1,0,2,1.584962500721156,1.8141818536665456e-14
KANK4,0,3,2.0,1.8141818536665456e-14
USP1,1313,1724,0.39263108623056425,1.8141818536665456e-14
DOCK7,77,90,0.22239242133644802,1.8141818536665456e-14
ATG4C,90,132,0.5474877953024933,1.8141818536665456e-14
LINC00466,0,2,1.584962500721156,1.8141818536665456e-14
FOXD3-AS1,53,127,1.2451124978365313,1.8141818536665456e-14
FOXD3,0,19,4.321928094887363,1.8141818536665456e-14
ALG6,79,93,0.2326607567902751,1.8141818536665456e-14
ITGB3BP,149,144,-0.0489096004809464,1.8141818536665456e-14
EFCAB7,5,5,0.0,1.8141818536665456e-14
DLEU2L,31,36,0.20945336562894978,1.8141818536665456e-14
PGM1,555,598,0.10747112006527819,1.8141818536665456e-14
ROR1,232,183,-0.3406241885972674,1.8141818536665456e-14
ROR1-AS1,16,9,-0.765534746362977,1.8141818536665456e-14
CACHD1,6,14,1.0995356735509143,1.8141818536665456e-14
RAVER2,84,85,0.016873818564396122,1.8141818536665456e-14
JAK1,464,840,0.8548750842597505,1.8141818536665456e-14
LINC01359,1,0,-1.0,1.8141818536665456e-14
AK4,887,896,0.014548308569155182,1.8141818536665456e-14
DNAJC6,82,125,0.6022404921529917,1.8141818536665456e-14
LEPROT,563,1254,1.1539202964393407,1.8141818536665456e-14
LEPR,73,103,0.49098635251214245,1.8141818536665456e-14
PDE4B,7,11,0.5849625007211562,1.8141818536665456e-14
INSL5,0,1,1.0,1.8141818536665456e-14
WDR78,2,1,-0.5849625007211563,1.8141818536665456e-14
MIER1,363,601,0.7258250365610057,1.8141818536665456e-14
SLC35D1,124,107,-0.2108967824986185,1.8141818536665456e-14
SERBP1,3311,4510,0.44574461322002784,1.8141818536665456e-14
GADD45A,238,670,1.4893021482194349,1.8141818536665456e-14
GNG12,439,790,0.8461741709481321,1.8141818536665456e-14
GNG12-AS1,1,3,1.0,1.8141818536665456e-14
DIRAS3,10,13,0.3479233034203068,1.8141818536665456e-14
WLS,494,779,0.6560455987826387,1.8141818536665456e-14
DEPDC1,471,576,0.28978445928364116,1.8141818536665456e-14
DEPDC1-AS1,2,0,-1.5849625007211563,1.8141818536665456e-14
LRRC7,0,4,2.321928094887362,1.8141818536665456e-14
PIN1P1,1,2,0.5849625007211562,1.8141818536665456e-14
LRRC40,240,300,0.3207303405297404,1.8141818536665456e-14
SRSF11,3500,5167,0.5618390082654207,1.8141818536665456e-14
ANKRD13C,178,250,0.48772777668651557,1.8141818536665456e-14
HHLA3,2,5,1.0,1.8141818536665456e-14
CTH,52,402,2.9267155739647683,1.8141818536665456e-14
PTGER3,0,3,2.0,1.8141818536665456e-14
ZRANB2-AS1,10,7,-0.4594316186372972,1.8141818536665456e-14
ZRANB2,712,1436,1.0110860800134485,1.8141818536665456e-14
ZRANB2-AS2,1,3,1.0,1.8141818536665456e-14
NEGR1,37,26,-0.493040011280117,1.8141818536665456e-14
LRRIQ3,0,1,1.0,1.8141818536665456e-14
FPGT,68,118,0.7862933065297746,1.8141818536665456e-14
ERICH3,0,5,2.584962500721156,1.8141818536665456e-14
ERICH3-AS1,0,1,1.0,1.8141818536665456e-14
CRYZ,326,528,0.6939770866159432,1.8141818536665456e-14
TYW3,256,426,0.7324677104266124,1.8141818536665456e-14
SLC44A5,4,5,0.2630344058337938,1.8141818536665456e-14
ACADM,191,315,0.7188182474559467,1.8141818536665456e-14
DLSTP1,345,429,0.31356462195273566,1.8141818536665456e-14
RABGGTB,198,667,1.7470796719304034,1.8141818536665456e-14
SNORD45A,3,2,-0.4150374992788438,1.8141818536665456e-14
MSH4,0,1,1.0,1.8141818536665456e-14
ST6GALNAC3,0,33,5.087462841250339,1.8141818536665456e-14
ST6GALNAC5,11,12,0.11547721741993588,1.8141818536665456e-14
PIGK,169,217,0.3587933886392247,1.8141818536665456e-14
AK5,9,17,0.8479969065549501,1.8141818536665456e-14
ZZZ3,317,535,0.7532062351734171,1.8141818536665456e-14
USP33,844,1029,0.28562109090103405,1.8141818536665456e-14
FAM73A,111,160,0.5235619560570128,1.8141818536665456e-14
NEXN-AS1,18,16,-0.1604646721932461,1.8141818536665456e-14
NEXN,743,728,-0.029383806781094274,1.8141818536665456e-14
FUBP1,553,632,0.19231952337915303,1.8141818536665456e-14
DNAJB4,17,31,0.8300749985576875,1.8141818536665456e-14
PTGFR,6,20,1.584962500721156,1.8141818536665456e-14
IFI44L,8,20,1.222392421336448,1.8141818536665456e-14
IFI44,122,114,-0.09702445439486469,1.8141818536665456e-14
ADGRL2,11,16,0.5025003405291834,1.8141818536665456e-14
LOC101927587,1,0,-1.0,1.8141818536665456e-14
TTLL7,39,54,0.45943161863729726,1.8141818536665456e-14
PRKACB,60,53,-0.17584983539941776,1.8141818536665456e-14
SAMD13,6,15,1.1926450779423958,1.8141818536665456e-14
DNASE2B,0,1,1.0,1.8141818536665456e-14
RPF1,695,908,0.3851929883453789,1.8141818536665456e-14
GNG5,665,692,0.057333175065951626,1.8141818536665456e-14
SPATA1,47,42,-0.15869774601905817,1.8141818536665456e-14
CTBS,206,264,0.3563615919512362,1.8141818536665456e-14
LINC01461,1,1,0.0,1.8141818536665456e-14
SSX2IP,261,239,-0.1265324059289318,1.8141818536665456e-14
MCOLN2,137,193,0.49138838540895863,1.8141818536665456e-14
MCOLN3,22,63,1.4764380439429872,1.8141818536665456e-14
WDR63,0,1,1.0,1.8141818536665456e-14
SYDE2,6,14,1.0995356735509143,1.8141818536665456e-14
C1orf52,352,423,0.264396081292019,1.8141818536665456e-14
BCL10,238,307,0.36591973271415285,1.8141818536665456e-14
LOC646626,20,13,-0.5849625007211563,1.8141818536665456e-14
DDAH1,688,628,-0.1314439658250022,1.8141818536665456e-14
CYR61,45855,47053,0.03720685510346025,1.8141818536665456e-14
ZNHIT6,514,591,0.2010247435583689,1.8141818536665456e-14
COL24A1,2,6,1.222392421336448,1.8141818536665456e-14
ODF2L,454,666,0.5518202160985263,1.8141818536665456e-14
CLCA2,6,2,-1.222392421336448,1.8141818536665456e-14
CLCA3P,0,1,1.0,1.8141818536665456e-14
SH3GLB1,735,937,0.3498821564583636,1.8141818536665456e-14
SEP15,1297,1511,0.22016775622193427,1.8141818536665456e-14
HS2ST1,447,455,0.025535092107137478,1.8141818536665456e-14
LINC01140,3,1,-1.0,1.8141818536665456e-14
LMO4,657,1111,0.7569972989882658,1.8141818536665456e-14
PKN2-AS1,1,11,2.584962500721156,1.8141818536665456e-14
PKN2,308,380,0.30218415958894734,1.8141818536665456e-14
GTF2B,175,181,0.04836302156139913,1.8141818536665456e-14
CCBL2,110,127,0.20558413364989403,1.8141818536665456e-14
RBMXL1,377,529,0.4876061252294889,1.8141818536665456e-14
GBP3,131,121,-0.11365678179556724,1.8141818536665456e-14
GBP1,244,193,-0.336725096815443,1.8141818536665456e-14
GBP2,361,314,-0.20063786869592645,1.8141818536665456e-14
GBP7,1,4,1.3219280948873624,1.8141818536665456e-14
GBP4,21,30,0.49476469174957804,1.8141818536665456e-14
GBP5,2,11,2.0,1.8141818536665456e-14
LOC729930,2,0,-1.5849625007211563,1.8141818536665456e-14
GBP1P1,0,1,1.0,1.8141818536665456e-14
LRRC8B,54,147,1.4280936521042902,1.8141818536665456e-14
FLJ27354,0,1,1.0,1.8141818536665456e-14
LRRC8C,191,260,0.4429434958487283,1.8141818536665456e-14
LRRC8D,208,325,0.6413690221501948,1.8141818536665456e-14
GEMIN8P4,7,12,0.7004397181410922,1.8141818536665456e-14
ZNF326,238,252,0.08212676671356163,1.8141818536665456e-14
ZNF644,276,394,0.511966677015277,1.8141818536665456e-14
HFM1,1,0,-1.0,1.8141818536665456e-14
CDC7,235,199,-0.23878685958711662,1.8141818536665456e-14
TGFBR3,157,333,1.0799235442969495,1.8141818536665456e-14
BRDT,0,1,1.0,1.8141818536665456e-14
EPHX4,79,66,-0.2558389044295899,1.8141818536665456e-14
SETSIP,36,43,0.24997825300834756,1.8141818536665456e-14
BTBD8,0,2,1.584962500721156,1.8141818536665456e-14
KIAA1107,11,21,0.874469117916141,1.8141818536665456e-14
C1orf146,2,3,0.41503749927884376,1.8141818536665456e-14
GLMN,87,87,0.0,1.8141818536665456e-14
RPAP2,48,76,0.6520766965796931,1.8141818536665456e-14
GFI1,8,7,-0.16992500144231243,1.8141818536665456e-14
EVI5,519,483,-0.10350457575385996,1.8141818536665456e-14
RPL5,10952,13934,0.3473869278351307,1.8141818536665456e-14
FAM69A,87,66,-0.39334242817952486,1.8141818536665456e-14
SNORD21,1,1,0.0,1.8141818536665456e-14
SNORA66,1,1,0.0,1.8141818536665456e-14
MTF2,273,382,0.48316849896443026,1.8141818536665456e-14
TMED5,524,696,0.4088412333149382,1.8141818536665456e-14
